StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,SubID,NA_1,NA_2,NA_3,NA_4,NA_5,NA_6,NA_7,NA_8,NA_9,NA_10,PA_1,PA_2,PA_3,PA_4,PA_5,PA_6,PA_7,PA_8,PA_9,PA_10,Anx_1,Anx_2,Anx_3,Dep_1,Dep_2,Dep_3,DMIL_1,DMIL_2,Discrim_1,Discrim_2,Discrim_3,Discrim_4,Discrim_5,Discrim_6,Discrim_7,DailyNews
10/28/20 18:23,10/28/20 18:37,0,100.15.100.224,100,849,1,10/28/20 18:37,R_2SAHO7w1SIjimC7,,,,,39.04620361,-77.11949921,anonymous,EN,1091,1,1,3,4,4,2,1,1,1,2,1,2,1,1,2,3,1,2,1,2,4,3,4,2,2,2,5,4,0,0,0,0,0,0,5,1
10/28/20 18:37,10/28/20 18:41,0,24.242.117.55,100,251,1,10/28/20 18:41,R_10JeKSCbCH8y0gl,,,,,31.83779907,-106.538002,anonymous,EN,1081,3,3,3,4,1,1,1,1,3,4,3,2,3,2,3,1,1,1,2,3,2,2,1,3,2,1,2,3,0,0,0,5,3,7,8,2
10/28/20 18:40,10/28/20 18:42,0,68.207.101.179,100,135,1,10/28/20 18:42,R_2B3gOYCozSJkrJF,,,,,31.66290283,-106.1371002,anonymous,EN,1038,1,2,3,3,3,1,1,1,2,2,1,1,4,1,1,1,1,4,1,1,3,4,2,2,2,2,5,5,0,0,0,1,0,1,2,1
10/28/20 18:47,10/28/20 18:50,0,70.120.226.36,100,150,1,10/28/20 18:50,R_2aDN6LHHj5eeUh0,,,,,31.77749634,-106.490303,anonymous,EN,1105,1,1,1,1,1,2,1,2,1,3,3,3,3,3,4,3,3,4,3,4,1,2,2,1,1,1,7,7,0,0,3,1,4,4,5,0
10/28/20 18:49,10/28/20 18:54,0,69.23.147.235,100,268,1,10/28/20 18:54,R_1NyaGAHAmCfgUtg,,,,,31.83779907,-106.538002,anonymous,EN,1023,5,4,4,1,3,3,3,1,4,4,3,2,1,1,1,1,1,1,1,1,3,5,3,4,4,4,2,2,0,0,1,3,0,2,3,1
10/28/20 18:52,10/28/20 18:55,0,173.172.206.57,100,178,1,10/28/20 18:55,R_2agEoF6dXsD3Sdg,,,,,31.77029419,-106.3005981,anonymous,EN,1016,3,4,4,2,2,1,3,2,4,1,2,2,4,2,1,1,1,3,1,2,4,5,3,1,2,3,2,2,0,0,0,0,0,0,0,1
10/28/20 18:52,10/28/20 18:57,0,174.238.6.159,100,319,1,10/28/20 18:57,R_vppPTQSA5UMupvX,,,,,33.46560669,-111.9955978,anonymous,EN,1103,1,1,1,1,2,2,1,1,1,1,4,3,3,4,3,3,2,3,4,4,1,1,3,1,1,1,5,5,0,0,0,0,0,0,2,1
10/28/20 18:59,10/28/20 19:02,0,24.28.161.249,100,190,1,10/28/20 19:02,R_2q7UqwpkZP3ZS45,,,,,31.70779419,-106.3237991,anonymous,EN,1048,1,1,1,2,3,1,2,2,1,1,1,1,2,1,2,3,1,2,2,1,3,2,4,2,1,2,3,2,0,0,0,0,0,0,1,1
10/28/20 18:59,10/28/20 19:04,0,24.170.97.181,100,278,1,10/28/20 19:04,R_2waairAfR05dvAx,,,,,31.83779907,-106.538002,anonymous,EN,1051,2,3,2,1,4,2,1,1,4,1,3,3,3,3,1,3,1,2,1,3,1,4,1,1,3,3,4,4,0,0,0,1,0,2,3,2
10/28/20 19:02,10/28/20 19:04,0,23.127.245.76,100,152,1,10/28/20 19:04,R_xmuiJ4ySXlkKPId,,,,,31.83779907,-106.538002,anonymous,EN,1003,1,1,1,2,2,1,2,1,1,1,3,3,3,3,3,2,3,3,2,3,1,3,2,1,2,3,4,5,0,0,0,0,0,0,2,1
10/28/20 19:03,10/28/20 19:07,0,70.117.171.232,100,258,1,10/28/20 19:07,R_wStsjcf6MEk6yR3,,,,,31.77029419,-106.3005981,anonymous,EN,1040,4,5,4,3,5,3,1,3,3,4,2,2,3,4,3,2,2,2,4,2,4,4,3,2,3,4,4,4,7,1,6,7,7,1,8,0
10/28/20 19:02,10/28/20 19:13,0,72.183.217.98,100,650,1,10/28/20 19:13,R_2TMr5FAnxB6bVDZ,,,,,31.80450439,-105.9661026,anonymous,EN,1039,3,2,3,1,1,1,1,1,1,4,2,3,3,5,2,3,1,4,1,4,3,5,1,2,2,1,5,4,0,0,0,0,0,0,0,2
10/28/20 19:07,10/28/20 19:18,0,72.176.136.111,100,658,1,10/28/20 19:18,R_1F50i64CxQg91fx,,,,,31.70779419,-106.3237991,anonymous,EN,1050,2,2,5,3,3,1,1,1,3,4,4,5,4,4,3,3,5,5,3,3,5,5,3,2,1,1,7,7,0,0,0,10,0,10,10,5
10/28/20 19:16,10/28/20 19:19,0,24.243.29.221,100,200,1,10/28/20 19:19,R_3UFZV69GaKprcZ3,,,,,31.78990173,-106.365799,anonymous,EN,1082,3,3,3,3,4,1,4,1,3,3,2,3,2,2,3,1,2,3,2,1,5,5,2,2,2,2,5,5,0,0,0,0,0,0,6,0
10/28/20 19:15,10/28/20 19:21,0,107.211.166.234,100,352,1,10/28/20 19:21,R_XGNiDVtoW2Dkj4t,,,,,31.93840027,-106.4033966,anonymous,EN,1094,1,1,3,2,4,3,1,2,3,3,2,2,3,2,1,1,1,2,1,1,3,3,3,1,4,4,4,4,2,2,2,7,1,4,5,2
10/28/20 19:24,10/28/20 19:26,0,104.180.178.107,100,161,1,10/28/20 19:26,R_3nT6WIbUOfV5jzT,,,,,31.90330505,-106.4169998,anonymous,EN,1101,1,3,3,1,2,1,1,1,3,2,3,4,4,1,2,2,1,3,1,2,4,3,4,1,3,1,3,3,0,0,0,0,0,0,2,1
10/28/20 19:28,10/28/20 19:31,0,68.206.245.163,100,198,1,10/28/20 19:31,R_DdxvrZzcbIHzvS9,,,,,31.77749634,-106.490303,anonymous,EN,1064,1,1,2,2,3,1,1,3,1,2,4,2,4,3,3,3,4,3,3,4,2,2,1,2,3,3,6,6,1,1,1,0,0,0,0,0
10/28/20 19:27,10/28/20 19:33,0,68.206.108.22,100,308,1,10/28/20 19:33,R_247Vn1zaadbMgXh,,,,,31.74319458,-106.3671036,anonymous,EN,1110,2,2,1,1,4,1,2,3,2,3,4,3,2,3,2,3,3,2,3,3,1,2,3,1,1,2,4,4,0,0,0,0,0,0,2,1
10/28/20 19:41,10/28/20 19:43,0,24.92.116.202,100,139,1,10/28/20 19:43,R_De0y0eUYUhMRJex,,,,,31.77029419,-106.3005981,anonymous,EN,1100,1,1,3,1,1,1,2,1,1,3,1,2,1,3,1,3,3,1,5,2,2,2,2,1,1,1,7,7,0,0,0,0,0,0,0,0
10/28/20 19:41,10/28/20 19:44,0,70.112.58.117,100,151,1,10/28/20 19:44,R_3gYFdAMhUaHWfFv,,,,,31.77749634,-106.490303,anonymous,EN,1087,1,1,1,1,1,1,1,1,1,2,2,3,4,2,2,1,2,4,1,1,1,2,3,1,1,2,5,2,0,1,0,1,0,1,2,2
10/28/20 19:44,10/28/20 19:47,0,149.28.57.186,100,189,1,10/28/20 19:47,R_vDEt6KwdgEQIoI9,,,,,40.55110168,-74.46060181,anonymous,EN,1078,1,1,1,1,1,2,2,1,1,1,3,4,3,4,4,4,2,4,4,3,3,2,1,1,1,1,7,7,0,0,0,0,0,0,4,3
10/28/20 19:44,10/28/20 19:48,0,70.117.163.1,100,194,1,10/28/20 19:48,R_1K6VylnwD6cLjtO,,,,,31.77029419,-106.3005981,anonymous,EN,1059,1,1,2,3,2,1,1,1,2,2,2,3,2,1,3,3,1,3,4,3,3,2,3,2,3,1,7,6,0,0,0,0,0,0,0,1
10/28/20 20:02,10/28/20 20:05,0,107.77.201.129,100,143,1,10/28/20 20:05,R_1M51zz9MO57Z9xF,,,,,32.72259521,-97.07849884,anonymous,EN,1107,2,2,3,1,1,1,1,3,1,2,3,3,3,4,2,2,3,3,2,2,4,1,4,2,2,2,7,7,0,0,0,0,0,0,0,1
10/28/20 20:18,10/28/20 20:20,0,99.184.180.71,100,151,1,10/28/20 20:20,R_bk1OCF1S30Y2dMJ,,,,,31.66290283,-106.1371002,anonymous,EN,1033,2,1,3,3,1,1,1,2,1,3,2,1,1,1,2,3,2,2,2,1,2,3,4,3,2,2,3,4,0,0,0,0,0,0,1,0
10/28/20 20:15,10/28/20 20:22,0,47.234.231.114,100,449,1,10/28/20 20:22,R_SZSdMAIKsx5eDW9,,,,,31.66290283,-106.1371002,anonymous,EN,1021,1,1,2,1,2,1,1,1,2,1,3,2,4,3,3,3,3,3,3,3,3,2,2,1,2,1,6,6,0,0,0,0,0,0,0,1
10/28/20 20:20,10/28/20 20:29,0,70.230.109.83,100,591,1,10/28/20 20:29,R_2eUoWsqTOx3lsdw,,,,,31.78990173,-106.365799,anonymous,EN,1071,2,4,4,2,2,1,3,1,3,4,2,3,3,3,3,3,2,3,2,3,4,2,4,2,3,3,5,4,0,0,0,0,0,0,2,1
10/28/20 20:41,10/28/20 20:44,0,172.58.111.252,100,164,1,10/28/20 20:44,R_2X5tygE5qFa5R1w,,,,,32.89639282,-96.8635025,anonymous,EN,1031,1,1,1,1,3,1,1,1,1,2,4,3,3,3,3,1,1,1,2,2,1,1,1,1,1,1,3,3,0,0,0,0,0,0,2,0
10/28/20 20:53,10/28/20 20:57,0,72.183.215.205,100,241,1,10/28/20 20:57,R_11hGwBAC5OFVpQw,,,,,31.80450439,-105.9661026,anonymous,EN,1024,4,3,4,3,2,3,3,4,2,4,3,3,2,3,3,2,2,3,1,2,4,4,4,4,4,3,4,4,3,3,4,6,2,2,8,1
10/28/20 21:17,10/28/20 21:21,0,148.240.211.180,100,266,1,10/28/20 21:21,R_1gSIBXmppXwBM8l,,,,,31.72579956,-106.4208984,anonymous,EN,1109,1,1,2,1,2,1,3,2,2,2,3,2,3,3,2,3,3,3,2,4,2,3,1,1,2,3,4,5,0,0,0,0,0,0,4,1
10/28/20 21:43,10/28/20 21:49,0,107.77.197.26,100,388,1,10/28/20 21:49,R_6zY1PNOUbAcDRZf,,,,,32.65870667,-97.16169739,anonymous,EN,1032,1,1,1,2,1,1,1,1,1,4,4,5,3,5,5,5,4,4,5,5,1,1,3,1,1,1,7,4,0,0,1,0,3,3,5,1
10/28/20 21:56,10/28/20 22:00,0,71.59.71.120,100,229,1,10/28/20 22:00,R_3CoJtdM6ns5Ttlf,,,,,40.44830322,-74.65570068,anonymous,EN,1029,1,1,2,3,1,1,1,1,1,1,4,4,4,3,4,4,3,4,4,4,1,1,1,1,1,1,7,7,0,0,0,0,0,0,2,5
10/28/20 22:00,10/28/20 22:05,0,70.120.226.36,100,273,1,10/28/20 22:05,R_2WARab1APMIA84i,,,,,31.77749634,-106.490303,anonymous,EN,1108,2,1,2,1,3,3,2,2,3,3,4,2,3,3,3,2,2,3,3,3,3,3,2,1,2,1,5,4,0,0,0,0,0,0,1,1
10/28/20 22:20,10/28/20 22:26,0,72.181.95.100,100,359,1,10/28/20 22:26,R_RgZsSINiNJCqhgt,,,,,31.74319458,-106.3671036,anonymous,EN,1070,1,1,4,2,1,1,1,1,1,1,1,3,2,2,2,1,2,2,1,1,3,3,3,1,1,2,4,4,0,0,1,1,,1,2,1
10/28/20 22:22,10/28/20 22:26,0,24.170.102.165,100,229,1,10/28/20 22:26,R_3kByfNLAKo7kqIp,,,,,31.85650635,-106.5920029,anonymous,EN,1041,1,1,3,1,3,3,3,1,3,2,1,2,3,3,2,1,3,4,4,3,1,3,4,2,4,3,5,5,0,0,0,0,0,0,4,0
10/28/20 22:43,10/28/20 22:47,0,70.120.227.69,100,198,1,10/28/20 22:47,R_Usjqs7dAOTklPCV,,,,,31.77749634,-106.490303,anonymous,EN,1047,2,2,5,4,2,3,1,2,4,4,3,3,3,3,3,3,1,3,2,2,5,3,3,4,5,5,3,3,0,0,0,0,1,0,3,1
10/28/20 22:43,10/28/20 22:48,0,47.156.68.172,100,293,1,10/28/20 22:48,R_VX4Zyxa97r8ISDD,,,,,33.86810303,-118.1831055,anonymous,EN,1005,2,3,4,1,1,1,2,3,1,3,1,4,4,5,4,3,5,5,1,4,5,3,5,1,1,4,7,7,0,0,0,0,0,0,10,5
10/28/20 23:17,10/28/20 23:22,0,24.162.200.37,100,265,1,10/28/20 23:22,R_1H1CJVbFIyiCyOx,,,,,31.76739502,-106.430397,anonymous,EN,1096,1,1,2,1,3,1,1,2,3,3,4,3,3,2,2,2,2,2,2,2,1,3,3,1,2,2,6,6,0,0,0,1,0,1,2,1
10/28/20 23:20,10/28/20 23:27,0,72.176.159.11,100,383,1,10/28/20 23:27,R_3QK0OpeqrYZimIX,,,,,31.70779419,-106.3237991,anonymous,EN,1022,1,1,4,1,2,1,3,2,1,3,1,4,2,1,3,1,2,3,1,3,4,3,4,1,1,1,7,7,0,0,0,3,0,4,1,1
10/28/20 23:24,10/28/20 23:28,0,68.249.169.242,100,197,1,10/28/20 23:28,R_1gRXdVXR6CX5Siy,,,,,31.80999756,-106.4569016,anonymous,EN,1075,1,1,1,2,4,1,1,1,1,1,4,4,4,5,5,4,4,3,4,4,1,1,4,1,1,1,1,7,0,0,0,0,0,0,0,1
